nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,gasto_total_par,gasto_total_gab,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
VALDIR LUIZ ROSSONI,M,42,6,13,0,0,1,23/11/1952,"175.496,02","1.081.591,49","33.763,00","38.434,25","41.023,76","24.376,55","29.171,19","39.059,07","2.729,46",-,-,-,"701,74","0,00",-,"104.548,41","95.995,00","105.599,40","111.453,14","106.533,93","111.617,11","111.593,80","111.416,90","111.416,90","111.416,90",-,-
ROGÉRIO CORREIA DE MOURA BAPTISTA,M,88,0,4,56,0,12,11/01/1958,"311.043,04","1.115.255,85","33.763,00","24.911,46","32.959,38","38.622,31","39.922,11","33.558,57","30.506,71","29.548,85","32.578,63","29.736,38","17.461,10","1.237,54",-,"111.550,47","111.550,47","111.492,96","111.322,71","111.586,89","111.550,47","111.550,47","111.550,47","111.550,47","111.550,47",-,-
RUBENS BUENO,M,91,0,1,65,0,6,23/05/1948,"272.063,57","1.095.692,94","33.763,00","8.067,94","32.116,20","31.184,36","57.749,32","37.095,34","33.151,06","34.635,51","8.556,44","14.706,88","7.256,76","7.543,76",-,"111.253,23","111.253,23","106.987,97","110.646,65","108.825,69","110.646,65","110.646,65","109.798,80","106.891,90","108.742,17",-,-
RUBENS OTONI GOMIDE,M,75,5,12,11,2,19,06/02/1956,"307.709,08","1.113.548,29","33.763,00","32.770,27","38.194,47","41.561,05","41.744,76","46.402,99","29.613,60","32.364,01","12.903,41","6.861,72","25.089,30","203,50",-,"111.544,41","111.544,41","111.544,41","111.501,56","111.544,41","111.004,56","111.429,17","111.429,17","111.429,17","110.577,02",-,-
RUBENS PEREIRA E SILVA JUNIOR,M,92,0,0,35,0,16,18/03/1984,"379.416,30","1.112.962,74","33.763,00","33.232,76","43.788,65","49.953,73","45.113,71","46.779,13","44.355,44","12.257,09","27.387,79","27.391,12","28.973,90","20.182,98",-,"111.380,59","110.819,94","111.380,59","111.194,31","111.365,22","111.380,59","111.099,21","111.380,59","111.393,12","111.568,58",-,-
SAMUEL MOREIRA DA SILVA JUNIOR,M,88,4,0,45,3,2,09/02/1963,"287.354,50","1.071.296,58","33.763,00","18.924,07","25.557,73","40.933,34","38.706,58","50.610,63","35.099,02","21.805,45","22.925,53","9.773,25","22.973,66","45,24",-,"110.903,38","104.766,87","107.428,02","109.925,19","108.475,26","106.920,40","110.435,32","105.277,21","100.395,58","106.769,35",-,-
RUI GOETHE DA COSTA FALCÃO,M,87,0,5,46,0,9,26/11/1943,"311.086,65","1.111.143,21","33.763,00","34.561,93","52.337,32","42.161,06","41.707,80","44.047,45","30.798,56","25.457,29","16.247,47","11.762,34","11.692,70","312,73",-,"111.162,30","111.162,30","111.162,30","110.682,51","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30",-,-
UBIRATAN ANTUNES SANDERSON,M,89,1,2,61,0,17,01/12/1969,"388.991,27","1.099.778,40","33.763,00","37.912,59","41.503,33","58.317,25","48.706,99","35.943,44","42.505,85","39.027,03","29.437,05","28.130,75","26.343,91","1.163,08",-,"107.480,38","107.480,38","109.483,26","111.119,86","111.119,86","110.913,82","107.219,92","111.653,64","111.653,64","111.653,64",-,-
RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,79,12,1,17,9,8,17/08/1970,"302.640,34","1.113.165,15","33.763,00","20.866,77","42.973,86","57.877,87","35.887,63","42.187,85","21.876,48","14.050,68","4.363,86","559,91","61.674,63","320,80",-,"111.550,47","111.395,79","111.180,85","111.550,47","111.301,37","111.320,37","110.214,42","111.550,47","111.550,47","111.550,47",-,-
SANDRO ALEX CRUZ DE OLIVEIRA,M,65,0,3,35,0,13,25/11/1972,"180.454,37","637.942,05","33.763,00",-,-,-,"47.899,43","31.017,32","24.298,17","37.183,26","10.998,80","4.916,86","23.515,41","625,12",-,"0,00","0,00","0,00","87.036,26","69.926,13","87.826,98","94.352,24","97.459,50","97.459,50","103.881,44",-,-
JOSÉ WILSON SANTIAGO,M,83,4,5,4,1,31,10/06/1957,"333.798,56","1.113.534,57","33.763,00","30.349,27","31.771,02","37.471,51","41.459,58","42.306,88","17.270,03","59.218,14","39.103,16","6.056,23","28.195,55","597,19",-,"111.538,45","111.556,03","110.472,05","111.316,59","111.429,07","111.277,46","111.311,90","111.544,34","111.544,34","111.544,34",-,-
JOSE VITOR DE RESENDE AGUIAR,M,73,16,3,26,12,15,01/11/1984,"233.230,82","1.112.005,71","33.763,00","26.074,83","41.836,76","32.088,44","26.392,47","31.715,89","27.638,60","9.780,96","4.941,65","5.612,06","27.149,16","0,00",-,"111.586,81","108.697,96","111.507,97","111.165,15","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97",-,-
